"time_posixct";"nino34CE2";"CE2_Plus0_5";"CE2_Moins0_5";"CE2_Nino";"CE2_Nina";"CE2_Episode";"CE2_EpisodeNum"
2054-09-15;0.337890625;0;0;"0";"0";"Neutre";0
2054-10-15;0.468017578125;0;0;"0";"0";"Neutre";0
2054-11-15;0.573974609375;1;0;"1";"0";"Nino";1
2054-12-15;0.6044921875;1;0;"1";"0";"Nino";1
2055-01-15;0.742919921875;1;0;"1";"0";"Nino";1
2055-02-15;1.0517578125;1;0;"1";"0";"Nino";1
2055-03-15;1.3974609375;1;0;"1";"0";"Nino";1
2055-04-15;1.44482421875;1;0;"1";"0";"Nino";1
2055-05-15;1.147216796875;1;0;"1";"0";"Nino";1
2055-06-15;0.833984375;1;0;"1";"0";"Nino";1
2055-07-15;0.542724609375;1;0;"1";"0";"Nino";1
2055-08-15;0.381103515625;0;0;"0";"0";"Neutre";0
2055-09-15;0.126220703125;0;0;"0";"0";"Neutre";0
2055-10-15;-0.090576171875;0;0;"0";"0";"Neutre";0
2055-11-15;-0.4638671875;0;0;"0";"0";"Neutre";0
2055-12-15;-0.719970703125;0;-1;"0";"1";"Nina";-1
2056-01-15;-0.790283203125;0;-1;"0";"1";"Nina";-1
2056-02-15;-0.71826171875;0;-1;"0";"1";"Nina";-1
2056-03-15;-0.77294921875;0;-1;"0";"1";"Nina";-1
2056-04-15;-0.924560546875;0;-1;"0";"1";"Nina";-1
2056-05-15;-1.356689453125;0;-1;"0";"1";"Nina";-1
2056-06-15;-1.66552734375;0;-1;"0";"1";"Nina";-1
2056-07-15;-1.9150390625;0;-1;"0";"1";"Nina";-1
2056-08-15;-1.8369140625;0;-1;"0";"1";"Nina";-1
2056-09-15;-1.93896484375;0;-1;"0";"1";"Nina";-1
2056-10-15;-2.218017578125;0;-1;"0";"1";"Nina";-1
2056-11-15;-2.47119140625;0;-1;"0";"1";"Nina";-1
2056-12-15;-2.4443359375;0;-1;"0";"1";"Nina";-1
2057-01-15;-2.067138671875;0;-1;"0";"1";"Nina";-1
2057-02-15;-1.525146484375;0;-1;"0";"1";"Nina";-1
2057-03-15;-1.04638671875;0;-1;"0";"1";"Nina";-1
2057-04-15;-0.859375;0;-1;"0";"1";"Nina";-1
2057-05-15;-0.79541015625;0;-1;"0";"1";"Nina";-1
2057-06-15;-0.7431640625;0;-1;"0";"1";"Nina";-1
2057-07-15;-0.61181640625;0;-1;"0";"1";"Nina";-1
2057-08-15;-0.464599609375;0;0;"0";"0";"Neutre";0
2057-09-15;-0.39453125;0;0;"0";"0";"Neutre";0
2057-10-15;-0.418701171875;0;0;"0";"0";"Neutre";0
2057-11-15;-0.566650390625;0;-1;"0";"0";"Neutre";0
2057-12-15;-0.615234375;0;-1;"0";"0";"Neutre";0
2058-01-15;-0.41455078125;0;0;"0";"0";"Neutre";0
2058-02-15;0.0439453125;0;0;"0";"0";"Neutre";0
2058-03-15;0.490234375;0;0;"0";"0";"Neutre";0
2058-04-15;0.67431640625;1;0;"0";"0";"Neutre";0
2058-05-15;0.5615234375;1;0;"0";"0";"Neutre";0
2058-06-15;0.39013671875;0;0;"0";"0";"Neutre";0
2058-07-15;0.422607421875;0;0;"0";"0";"Neutre";0
2058-08-15;0.471435546875;0;0;"0";"0";"Neutre";0
2058-09-15;0.629150390625;1;0;"1";"0";"Nino";1
2058-10-15;0.818603515625;1;0;"1";"0";"Nino";1
2058-11-15;1.105712890625;1;0;"1";"0";"Nino";1
2058-12-15;1.219970703125;1;0;"1";"0";"Nino";1
2059-01-15;1.14697265625;1;0;"1";"0";"Nino";1
2059-02-15;1.043212890625;1;0;"1";"0";"Nino";1
2059-03-15;0.909423828125;1;0;"1";"0";"Nino";1
2059-04-15;0.7822265625;1;0;"1";"0";"Nino";1
2059-05-15;0.509521484375;1;0;"1";"0";"Nino";1
2059-06-15;0.255615234375;0;0;"0";"0";"Neutre";0
2059-07-15;-0.086669921875;0;0;"0";"0";"Neutre";0
2059-08-15;-0.396484375;0;0;"0";"0";"Neutre";0
2059-09-15;-0.81591796875;0;-1;"0";"1";"Nina";-1
2059-10-15;-1.236083984375;0;-1;"0";"1";"Nina";-1
2059-11-15;-1.646728515625;0;-1;"0";"1";"Nina";-1
2059-12-15;-1.881591796875;0;-1;"0";"1";"Nina";-1
2060-01-15;-1.9013671875;0;-1;"0";"1";"Nina";-1
2060-02-15;-1.52685546875;0;-1;"0";"1";"Nina";-1
2060-03-15;-0.99951171875;0;-1;"0";"1";"Nina";-1
2060-04-15;-0.54345703125;0;-1;"0";"1";"Nina";-1
2060-05-15;-0.37646484375;0;0;"0";"0";"Neutre";0
2060-06-15;-0.268310546875;0;0;"0";"0";"Neutre";0
2060-07-15;-0.06396484375;0;0;"0";"0";"Neutre";0
2060-08-15;0.34619140625;0;0;"0";"0";"Neutre";0
2060-09-15;0.716796875;1;0;"1";"0";"Nino";1
2060-10-15;1.071044921875;1;0;"1";"0";"Nino";1
2060-11-15;1.271240234375;1;0;"1";"0";"Nino";1
2060-12-15;1.315185546875;1;0;"1";"0";"Nino";1
2061-01-15;1.203125;1;0;"1";"0";"Nino";1
2061-02-15;1.078857421875;1;0;"1";"0";"Nino";1
2061-03-15;0.896240234375;1;0;"1";"0";"Nino";1
2061-04-15;0.79052734375;1;0;"1";"0";"Nino";1
2061-05-15;0.4462890625;0;0;"0";"0";"Neutre";0
2061-06-15;0.11767578125;0;0;"0";"0";"Neutre";0
2061-07-15;-0.27197265625;0;0;"0";"0";"Neutre";0
2061-08-15;-0.389404296875;0;0;"0";"0";"Neutre";0
2061-09-15;-0.465576171875;0;0;"0";"0";"Neutre";0
2061-10-15;-0.57080078125;0;-1;"0";"0";"Neutre";0
2061-11-15;-0.724853515625;0;-1;"0";"0";"Neutre";0
2061-12-15;-0.669189453125;0;-1;"0";"0";"Neutre";0
2062-01-15;-0.419921875;0;0;"0";"0";"Neutre";0
2062-02-15;-0.047119140625;0;0;"0";"0";"Neutre";0
2062-03-15;0.260986328125;0;0;"0";"0";"Neutre";0
2062-04-15;0.504150390625;1;0;"0";"0";"Neutre";0
2062-05-15;0.42578125;0;0;"0";"0";"Neutre";0
2062-06-15;0.29296875;0;0;"0";"0";"Neutre";0
2062-07-15;0.06494140625;0;0;"0";"0";"Neutre";0
2062-08-15;0.050048828125;0;0;"0";"0";"Neutre";0
2062-09-15;0.222412109375;0;0;"0";"0";"Neutre";0
2062-10-15;0.4619140625;0;0;"0";"0";"Neutre";0
2062-11-15;0.49462890625;0;0;"0";"0";"Neutre";0
2062-12-15;0.363525390625;0;0;"0";"0";"Neutre";0
2063-01-15;0.36181640625;0;0;"0";"0";"Neutre";0
2063-02-15;0.709228515625;1;0;"0";"0";"Neutre";0
2063-03-15;0.963623046875;1;0;"0";"0";"Neutre";0
2063-04-15;0.964111328125;1;0;"0";"0";"Neutre";0
2063-05-15;0.552001953125;1;0;"0";"0";"Neutre";0
2063-06-15;-0.023681640625;0;0;"0";"0";"Neutre";0
2063-07-15;-0.52685546875;0;-1;"0";"1";"Nina";-1
2063-08-15;-0.79931640625;0;-1;"0";"1";"Nina";-1
2063-09-15;-0.78662109375;0;-1;"0";"1";"Nina";-1
2063-10-15;-0.802001953125;0;-1;"0";"1";"Nina";-1
2063-11-15;-0.823974609375;0;-1;"0";"1";"Nina";-1
2063-12-15;-0.685791015625;0;-1;"0";"1";"Nina";-1
2064-01-15;-0.375244140625;0;0;"0";"0";"Neutre";0
2064-02-15;0.130859375;0;0;"0";"0";"Neutre";0
2064-03-15;0.59228515625;1;0;"1";"0";"Nino";1
2064-04-15;0.845947265625;1;0;"1";"0";"Nino";1
2064-05-15;0.927734375;1;0;"1";"0";"Nino";1
2064-06-15;0.993408203125;1;0;"1";"0";"Nino";1
2064-07-15;1.261962890625;1;0;"1";"0";"Nino";1
2064-08-15;1.620849609375;1;0;"1";"0";"Nino";1
2064-09-15;1.875;1;0;"1";"0";"Nino";1
2064-10-15;1.97998046875;1;0;"1";"0";"Nino";1
2064-11-15;1.981201171875;1;0;"1";"0";"Nino";1
2064-12-15;1.88330078125;1;0;"1";"0";"Nino";1
2065-01-15;1.8125;1;0;"1";"0";"Nino";1
2065-02-15;1.5439453125;1;0;"1";"0";"Nino";1
2065-03-15;1.240234375;1;0;"1";"0";"Nino";1
2065-04-15;0.7216796875;1;0;"1";"0";"Nino";1
2065-05-15;-0.14013671875;0;0;"0";"0";"Neutre";0
2065-06-15;-1.12841796875;0;-1;"0";"1";"Nina";-1
2065-07-15;-1.941650390625;0;-1;"0";"1";"Nina";-1
2065-08-15;-2.136474609375;0;-1;"0";"1";"Nina";-1
2065-09-15;-2.3125;0;-1;"0";"1";"Nina";-1
2065-10-15;-2.443115234375;0;-1;"0";"1";"Nina";-1
2065-11-15;-2.58349609375;0;-1;"0";"1";"Nina";-1
2065-12-15;-2.405517578125;0;-1;"0";"1";"Nina";-1
2066-01-15;-2.13037109375;0;-1;"0";"1";"Nina";-1
2066-02-15;-1.719970703125;0;-1;"0";"1";"Nina";-1
2066-03-15;-1.1181640625;0;-1;"0";"1";"Nina";-1
2066-04-15;-0.656494140625;0;-1;"0";"1";"Nina";-1
2066-05-15;-0.38916015625;0;0;"0";"0";"Neutre";0
2066-06-15;-0.370849609375;0;0;"0";"0";"Neutre";0
2066-07-15;-0.244873046875;0;0;"0";"0";"Neutre";0
2066-08-15;-0.034423828125;0;0;"0";"0";"Neutre";0
2066-09-15;0.118896484375;0;0;"0";"0";"Neutre";0
2066-10-15;0.4228515625;0;0;"0";"0";"Neutre";0
2066-11-15;0.55322265625;1;0;"1";"0";"Nino";1
2066-12-15;0.706298828125;1;0;"1";"0";"Nino";1
2067-01-15;0.76220703125;1;0;"1";"0";"Nino";1
2067-02-15;0.947509765625;1;0;"1";"0";"Nino";1
2067-03-15;0.979248046875;1;0;"1";"0";"Nino";1
2067-04-15;0.845947265625;1;0;"1";"0";"Nino";1
2067-05-15;0.572509765625;1;0;"1";"0";"Nino";1
2067-06-15;0.33154296875;0;0;"0";"0";"Neutre";0
2067-07-15;0.086181640625;0;0;"0";"0";"Neutre";0
2067-08-15;0.083984375;0;0;"0";"0";"Neutre";0
2067-09-15;0.2470703125;0;0;"0";"0";"Neutre";0
2067-10-15;0.545166015625;1;0;"0";"0";"Neutre";0
2067-11-15;0.533935546875;1;0;"0";"0";"Neutre";0
2067-12-15;0.440185546875;0;0;"0";"0";"Neutre";0
2068-01-15;0.359619140625;0;0;"0";"0";"Neutre";0
2068-02-15;0.533203125;1;0;"1";"0";"Nino";1
2068-03-15;0.76220703125;1;0;"1";"0";"Nino";1
2068-04-15;0.95947265625;1;0;"1";"0";"Nino";1
2068-05-15;0.957763671875;1;0;"1";"0";"Nino";1
2068-06-15;0.66748046875;1;0;"1";"0";"Nino";1
2068-07-15;0.31982421875;0;0;"0";"0";"Neutre";0
2068-08-15;0.1796875;0;0;"0";"0";"Neutre";0
2068-09-15;0.44189453125;0;0;"0";"0";"Neutre";0
2068-10-15;0.645751953125;1;0;"0";"0";"Neutre";0
2068-11-15;0.61669921875;1;0;"0";"0";"Neutre";0
2068-12-15;0.350341796875;0;0;"0";"0";"Neutre";0
2069-01-15;0.163330078125;0;0;"0";"0";"Neutre";0
2069-02-15;0.177001953125;0;0;"0";"0";"Neutre";0
2069-03-15;0.325927734375;0;0;"0";"0";"Neutre";0
2069-04-15;0.3798828125;0;0;"0";"0";"Neutre";0
2069-05-15;0.2529296875;0;0;"0";"0";"Neutre";0
2069-06-15;0.0419921875;0;0;"0";"0";"Neutre";0
2069-07-15;-0.18798828125;0;0;"0";"0";"Neutre";0
2069-08-15;-0.2783203125;0;0;"0";"0";"Neutre";0
2069-09-15;-0.34423828125;0;0;"0";"0";"Neutre";0
2069-10-15;-0.258544921875;0;0;"0";"0";"Neutre";0
2069-11-15;-0.223388671875;0;0;"0";"0";"Neutre";0
2069-12-15;-0.0712890625;0;0;"0";"0";"Neutre";0
2070-01-15;0.2060546875;0;0;"0";"0";"Neutre";0
2070-02-15;0.60986328125;1;0;"1";"0";"Nino";1
2070-03-15;0.930908203125;1;0;"1";"0";"Nino";1
2070-04-15;1.001220703125;1;0;"1";"0";"Nino";1
2070-05-15;1.0048828125;1;0;"1";"0";"Nino";1
2070-06-15;0.90380859375;1;0;"1";"0";"Nino";1
2070-07-15;0.915771484375;1;0;"1";"0";"Nino";1
2070-08-15;0.7216796875;1;0;"1";"0";"Nino";1
2070-09-15;0.570068359375;1;0;"1";"0";"Nino";1
2070-10-15;0.288818359375;0;0;"0";"0";"Neutre";0
2070-11-15;0.0947265625;0;0;"0";"0";"Neutre";0
2070-12-15;-0.00439453125;0;0;"0";"0";"Neutre";0
2071-01-15;0.091064453125;0;0;"0";"0";"Neutre";0
2071-02-15;0.31103515625;0;0;"0";"0";"Neutre";0
2071-03-15;0.43798828125;0;0;"0";"0";"Neutre";0
2071-04-15;0.381103515625;0;0;"0";"0";"Neutre";0
2071-05-15;0.233642578125;0;0;"0";"0";"Neutre";0
2071-06-15;-0.099853515625;0;0;"0";"0";"Neutre";0
2071-07-15;-0.51318359375;0;-1;"0";"1";"Nina";-1
2071-08-15;-0.807861328125;0;-1;"0";"1";"Nina";-1
2071-09-15;-0.82373046875;0;-1;"0";"1";"Nina";-1
2071-10-15;-0.64013671875;0;-1;"0";"1";"Nina";-1
2071-11-15;-0.650146484375;0;-1;"0";"1";"Nina";-1
2071-12-15;-0.68115234375;0;-1;"0";"1";"Nina";-1
2072-01-15;-0.679443359375;0;-1;"0";"1";"Nina";-1
2072-02-15;-0.37744140625;0;0;"0";"0";"Neutre";0
2072-03-15;-0.06298828125;0;0;"0";"0";"Neutre";0
2072-04-15;0.1337890625;0;0;"0";"0";"Neutre";0
2072-05-15;0.09375;0;0;"0";"0";"Neutre";0
2072-06-15;0.089111328125;0;0;"0";"0";"Neutre";0
2072-07-15;0.037109375;0;0;"0";"0";"Neutre";0
2072-08-15;0.133056640625;0;0;"0";"0";"Neutre";0
2072-09-15;0.355224609375;0;0;"0";"0";"Neutre";0
2072-10-15;0.66064453125;1;0;"0";"0";"Neutre";0
2072-11-15;0.712158203125;1;0;"0";"0";"Neutre";0
2072-12-15;0.443115234375;0;0;"0";"0";"Neutre";0
2073-01-15;0.221435546875;0;0;"0";"0";"Neutre";0
2073-02-15;0.33984375;0;0;"0";"0";"Neutre";0
2073-03-15;0.591796875;1;0;"0";"0";"Neutre";0
2073-04-15;0.7177734375;1;0;"0";"0";"Neutre";0
2073-05-15;0.604248046875;1;0;"0";"0";"Neutre";0
2073-06-15;0.357666015625;0;0;"0";"0";"Neutre";0
2073-07-15;-0.0947265625;0;0;"0";"0";"Neutre";0
2073-08-15;-0.535400390625;0;-1;"0";"1";"Nina";-1
2073-09-15;-0.781005859375;0;-1;"0";"1";"Nina";-1
2073-10-15;-0.79443359375;0;-1;"0";"1";"Nina";-1
2073-11-15;-0.90283203125;0;-1;"0";"1";"Nina";-1
2073-12-15;-1.096435546875;0;-1;"0";"1";"Nina";-1
2074-01-15;-0.9267578125;0;-1;"0";"1";"Nina";-1
2074-02-15;-0.438232421875;0;0;"0";"0";"Neutre";0
2074-03-15;0.187744140625;0;0;"0";"0";"Neutre";0
2074-04-15;0.48388671875;0;0;"0";"0";"Neutre";0
2074-05-15;0.538330078125;1;0;"1";"0";"Nino";1
2074-06-15;0.554931640625;1;0;"1";"0";"Nino";1
2074-07-15;0.754150390625;1;0;"1";"0";"Nino";1
2074-08-15;1.239990234375;1;0;"1";"0";"Nino";1
2074-09-15;1.7080078125;1;0;"1";"0";"Nino";1
2074-10-15;1.937255859375;1;0;"1";"0";"Nino";1
2074-11-15;2.029541015625;1;0;"1";"0";"Nino";1
2074-12-15;2.037841796875;1;0;"1";"0";"Nino";1
2075-01-15;2.022216796875;1;0;"1";"0";"Nino";1
2075-02-15;1.78076171875;1;0;"1";"0";"Nino";1
2075-03-15;1.34423828125;1;0;"1";"0";"Nino";1
2075-04-15;0.8720703125;1;0;"1";"0";"Nino";1
2075-05-15;0.04150390625;0;0;"0";"0";"Neutre";0
2075-06-15;-0.851806640625;0;-1;"0";"1";"Nina";-1
2075-07-15;-1.566162109375;0;-1;"0";"1";"Nina";-1
2075-08-15;-1.532470703125;0;-1;"0";"1";"Nina";-1
2075-09-15;-1.362548828125;0;-1;"0";"1";"Nina";-1
2075-10-15;-1.3837890625;0;-1;"0";"1";"Nina";-1
2075-11-15;-1.583740234375;0;-1;"0";"1";"Nina";-1
2075-12-15;-1.649169921875;0;-1;"0";"1";"Nina";-1
2076-01-15;-1.519775390625;0;-1;"0";"1";"Nina";-1
2076-02-15;-1.359375;0;-1;"0";"1";"Nina";-1
2076-03-15;-1.05517578125;0;-1;"0";"1";"Nina";-1
2076-04-15;-0.932861328125;0;-1;"0";"1";"Nina";-1
2076-05-15;-0.82080078125;0;-1;"0";"1";"Nina";-1
2076-06-15;-0.747802734375;0;-1;"0";"1";"Nina";-1
2076-07-15;-0.33740234375;0;0;"0";"0";"Neutre";0
2076-08-15;-0.01171875;0;0;"0";"0";"Neutre";0
2076-09-15;0.186279296875;0;0;"0";"0";"Neutre";0
2076-10-15;0.073486328125;0;0;"0";"0";"Neutre";0
2076-11-15;-0.145751953125;0;0;"0";"0";"Neutre";0
2076-12-15;-0.366943359375;0;0;"0";"0";"Neutre";0
2077-01-15;-0.38037109375;0;0;"0";"0";"Neutre";0
2077-02-15;-0.121337890625;0;0;"0";"0";"Neutre";0
2077-03-15;0.241943359375;0;0;"0";"0";"Neutre";0
2077-04-15;0.456298828125;0;0;"0";"0";"Neutre";0
2077-05-15;0.5009765625;1;0;"1";"0";"Nino";1
2077-06-15;0.57470703125;1;0;"1";"0";"Nino";1
2077-07-15;0.96044921875;1;0;"1";"0";"Nino";1
2077-08-15;1.53173828125;1;0;"1";"0";"Nino";1
2077-09-15;2.08837890625;1;0;"1";"0";"Nino";1
2077-10-15;2.321044921875;1;0;"1";"0";"Nino";1
2077-11-15;2.42041015625;1;0;"1";"0";"Nino";1
2077-12-15;2.32861328125;1;0;"1";"0";"Nino";1
2078-01-15;2.087646484375;1;0;"1";"0";"Nino";1
2078-02-15;1.6513671875;1;0;"1";"0";"Nino";1
2078-03-15;1.031005859375;1;0;"1";"0";"Nino";1
2078-04-15;0.321044921875;0;0;"0";"0";"Neutre";0
2078-05-15;-0.626220703125;0;-1;"0";"1";"Nina";-1
2078-06-15;-1.314697265625;0;-1;"0";"1";"Nina";-1
2078-07-15;-1.56787109375;0;-1;"0";"1";"Nina";-1
2078-08-15;-1.3564453125;0;-1;"0";"1";"Nina";-1
2078-09-15;-1.193359375;0;-1;"0";"1";"Nina";-1
2078-10-15;-1.35107421875;0;-1;"0";"1";"Nina";-1
2078-11-15;-1.616943359375;0;-1;"0";"1";"Nina";-1
2078-12-15;-1.753173828125;0;-1;"0";"1";"Nina";-1
2079-01-15;-1.533447265625;0;-1;"0";"1";"Nina";-1
2079-02-15;-1.01171875;0;-1;"0";"1";"Nina";-1
2079-03-15;-0.407958984375;0;0;"0";"0";"Neutre";0
2079-04-15;0.10107421875;0;0;"0";"0";"Neutre";0
2079-05-15;0.241455078125;0;0;"0";"0";"Neutre";0
2079-06-15;0.26416015625;0;0;"0";"0";"Neutre";0
2079-07-15;0.298583984375;0;0;"0";"0";"Neutre";0
2079-08-15;0.569580078125;1;0;"1";"0";"Nino";1
2079-09-15;0.80615234375;1;0;"1";"0";"Nino";1
2079-10-15;1.025146484375;1;0;"1";"0";"Nino";1
2079-11-15;1.005126953125;1;0;"1";"0";"Nino";1
2079-12-15;0.817626953125;1;0;"1";"0";"Nino";1
2080-01-15;0.6142578125;1;0;"1";"0";"Nino";1
2080-02-15;0.446044921875;0;0;"0";"0";"Neutre";0
2080-03-15;0.407958984375;0;0;"0";"0";"Neutre";0
2080-04-15;0.183349609375;0;0;"0";"0";"Neutre";0
2080-05-15;-0.21875;0;0;"0";"0";"Neutre";0
2080-06-15;-0.861572265625;0;-1;"0";"1";"Nina";-1
2080-07-15;-1.394287109375;0;-1;"0";"1";"Nina";-1
2080-08-15;-1.5859375;0;-1;"0";"1";"Nina";-1
2080-09-15;-1.5859375;0;-1;"0";"1";"Nina";-1
2080-10-15;-1.62353515625;0;-1;"0";"1";"Nina";-1
2080-11-15;-1.77685546875;0;-1;"0";"1";"Nina";-1
2080-12-15;-1.796875;0;-1;"0";"1";"Nina";-1
2081-01-15;-1.602294921875;0;-1;"0";"1";"Nina";-1
2081-02-15;-1.21044921875;0;-1;"0";"1";"Nina";-1
2081-03-15;-0.699951171875;0;-1;"0";"1";"Nina";-1
2081-04-15;-0.372802734375;0;0;"0";"0";"Neutre";0
2081-05-15;-0.30029296875;0;0;"0";"0";"Neutre";0
2081-06-15;-0.282958984375;0;0;"0";"0";"Neutre";0
2081-07-15;-0.2275390625;0;0;"0";"0";"Neutre";0
2081-08-15;0.07373046875;0;0;"0";"0";"Neutre";0
2081-09-15;0.418701171875;0;0;"0";"0";"Neutre";0
2081-10-15;0.86376953125;1;0;"1";"0";"Nino";1
2081-11-15;1.124755859375;1;0;"1";"0";"Nino";1
2081-12-15;1.102783203125;1;0;"1";"0";"Nino";1
2082-01-15;1.013427734375;1;0;"1";"0";"Nino";1
2082-02-15;1.06201171875;1;0;"1";"0";"Nino";1
2082-03-15;1.324462890625;1;0;"1";"0";"Nino";1
2082-04-15;1.412841796875;1;0;"1";"0";"Nino";1
2082-05-15;1.336181640625;1;0;"1";"0";"Nino";1
2082-06-15;1.2666015625;1;0;"1";"0";"Nino";1
2082-07-15;1.45703125;1;0;"1";"0";"Nino";1
2082-08-15;1.60009765625;1;0;"1";"0";"Nino";1
2082-09-15;1.52685546875;1;0;"1";"0";"Nino";1
2082-10-15;1.314453125;1;0;"1";"0";"Nino";1
2082-11-15;1.15869140625;1;0;"1";"0";"Nino";1
2082-12-15;0.9921875;1;0;"1";"0";"Nino";1
2083-01-15;0.77099609375;1;0;"1";"0";"Nino";1
2083-02-15;0.576416015625;1;0;"1";"0";"Nino";1
2083-03-15;0.42822265625;0;0;"0";"0";"Neutre";0
2083-04-15;0.12158203125;0;0;"0";"0";"Neutre";0
2083-05-15;-0.526123046875;0;-1;"0";"1";"Nina";-1
2083-06-15;-1.468017578125;0;-1;"0";"1";"Nina";-1
2083-07-15;-2.1513671875;0;-1;"0";"1";"Nina";-1
2083-08-15;-2.440673828125;0;-1;"0";"1";"Nina";-1
2083-09-15;-2.584716796875;0;-1;"0";"1";"Nina";-1
2083-10-15;-2.993896484375;0;-1;"0";"1";"Nina";-1
2083-11-15;-3.37841796875;0;-1;"0";"1";"Nina";-1
2083-12-15;-3.317626953125;0;-1;"0";"1";"Nina";-1
2084-01-15;-2.822021484375;0;-1;"0";"1";"Nina";-1
2084-02-15;-2.087158203125;0;-1;"0";"1";"Nina";-1
2084-03-15;-1.4140625;0;-1;"0";"1";"Nina";-1
2084-04-15;-0.921630859375;0;-1;"0";"1";"Nina";-1
2084-05-15;-0.74853515625;0;-1;"0";"1";"Nina";-1
2084-06-15;-0.63525390625;0;-1;"0";"1";"Nina";-1
2084-07-15;-0.3408203125;0;0;"0";"0";"Neutre";0
2084-08-15;-0.04248046875;0;0;"0";"0";"Neutre";0
2084-09-15;0.163818359375;0;0;"0";"0";"Neutre";0
2084-10-15;0.068115234375;0;0;"0";"0";"Neutre";0
2084-11-15;-0.08740234375;0;0;"0";"0";"Neutre";0
2084-12-15;-0.24853515625;0;0;"0";"0";"Neutre";0
2085-01-15;-0.23193359375;0;0;"0";"0";"Neutre";0
2085-02-15;-0.076416015625;0;0;"0";"0";"Neutre";0
2085-03-15;0.15625;0;0;"0";"0";"Neutre";0
2085-04-15;0.268798828125;0;0;"0";"0";"Neutre";0
2085-05-15;0.19189453125;0;0;"0";"0";"Neutre";0
2085-06-15;-0.040771484375;0;0;"0";"0";"Neutre";0
2085-07-15;-0.34326171875;0;0;"0";"0";"Neutre";0
2085-08-15;-0.512939453125;0;-1;"0";"1";"Nina";-1
